method,num_drives,ATE_mean,ATE_std,RPE_mean,RPE_std,Max_mean,Max_std,P95_mean,P95_std
EKF-only IMU + OXTS,4,8.343639135360718,2.4618013828350938,0.9185155034065247,0.38147901378733834,11.785970211029053,1.8514944431653462,11.590246188640595,1.8524369102046525
Oracle yaw diagnostic,4,38.73231863975525,31.015181034267517,0.47682933881878853,0.22341809100271415,73.91308844089508,64.53221301934667,68.60515661239624,60.20802481383871
PINN + IMU yaw,4,39.94518566131592,29.04719685332993,0.48757410421967506,0.21478065150841993,75.70670628547668,62.34290866706849,70.42458996772766,57.93188031279858
PINN + IMU yaw + EKF/OXTS,4,6.477368235588074,0.6200136052059149,1.4307832308113575,0.7185607979328489,10.424360513687134,0.9991418183818055,9.490557253360748,0.7489268247644975
Pure PINN learned yaw,4,82.92998600006104,64.93682616638603,0.771288588643074,0.3293599372305858,150.8142604827881,130.79978410833988,142.41212747097015,121.53428293617627
