keep_ratio,ATE,RPE
1.0,1.4137122192594014,0.009909797288880778
0.7,1.4137351186834246,0.009910229097651511
0.5,1.4137464590969242,0.00991127280694412
0.3,1.4137628411033893,0.00991479137069265
